host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;mes;ano
within a day;100%;f;2.0;-2.298.602;-4.319.125;Apartment;Entire home/apt;6;3.0;2.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";$1,019.00;$1,040.00;$250.00;4;$83.00;3;730;4;85.0;9.0;10.0;10.0;10.0;10.0;8.0;f;f;strict_14_with_grace_period;4;2018
;;f;1.0;-2.302.189;-4.351.054;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Gym,Elevator,""Family/kid friendly"",""Fire extinguisher""}";$399.00;$2,000.00;$1,300.00;1;$0.00;7;1125;0;;;;;;;;t;f;flexible;4;2018
within an hour;100%;f;2.0;-2.296.229;-4.317.556;Apartment;Entire home/apt;5;1.0;1.0;4.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove}";$158.00;$0.00;$60.00;2;$43.00;2;30;60;89.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;4;2018
;;f;2.0;-2.296.519;-4.320.152;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",""Free parking on premises"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Extra space around bed"",""Accessible-height bed"",""Host greets you""}";$200.00;$1,500.00;$150.00;1;$50.00;3;15;4;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;3.0;-229.821;-4.319.923;Apartment;Entire home/apt;8;2.5;3.0;8.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$549.00;$600.00;$180.00;8;$0.00;5;150;5;92.0;9.0;9.0;10.0;10.0;9.0;8.0;f;f;strict_14_with_grace_period;4;2018
within an hour;98%;f;58.0;-2.298.503;-4.320.625;Apartment;Private room;1;;1.0;1.0;Real Bed;"{""Family/kid friendly""}";$291.00;$1,664.00;;1;$0.00;4;1125;6;100.0;10.0;9.0;10.0;9.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within an hour;98%;f;58.0;-2.298.525;-4.320.481;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;{};$291.00;$2,496.00;;1;$0.00;1;1125;1;100.0;10.0;10.0;8.0;8.0;8.0;8.0;f;f;strict_14_with_grace_period;4;2018
within a day;100%;t;2.0;-2.296.423;-4.317.949;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens""}";$129.00;;;1;$0.00;2;1125;86;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
;;f;1.0;-2.296.031;-4.321.159;Apartment;Entire home/apt;4;2.0;3.0;2.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";$848.00;$1,500.00;$180.00;1;$0.00;1;1125;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;4;2018
;;f;1.0;-2.297.034;-4.329.834;Apartment;Entire home/apt;4;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,Iron,""Laptop friendly workspace""}";$686.00;$1,647.00;$247.00;4;$114.00;2;365;1;97.0;10.0;10.0;10.0;10.0;8.0;10.0;f;f;strict_14_with_grace_period;4;2018
within a day;100%;f;1.0;-2.294.958;-4.318.098;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Hangers,""Hair dryer"",Iron}";$299.00;;$100.00;1;$0.00;7;1125;3;100.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;moderate;4;2018
within an hour;100%;t;7.0;-2.298.698;-4.319.295;Apartment;Entire home/apt;4;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Well-lit path to entrance"",""Host greets you""}";$349.00;$800.00;$180.00;2;$65.00;3;45;155;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;3.0;-2.298.353;-4.319.422;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Long term stays allowed"",""Host greets you""}";$299.00;$1,500.00;$600.00;2;$200.00;6;90;16;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
;;f;1.0;-229.158;-4.317.566;Apartment;Private room;3;;1.0;1.0;Real Bed;{};$624.00;;;1;$87.00;1;30;0;;;;;;;;f;f;flexible;4;2018
within an hour;98%;f;58.0;-2.301.681;-434.598;Apartment;Entire home/apt;1;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,""Air conditioning"",Doorman,Elevator}";$541.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
a few days or more;0%;f;5.0;-2.293.378;-4.319.859;House;Private room;4;2.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,""Free street parking"",""Family/kid friendly"",""Smoke detector"",Essentials,""Lock on bedroom door"",""Hair dryer"",""Hot water"",""Host greets you""}";$191.00;$0.00;$0.00;2;$55.00;1;30;23;94.0;10.0;9.0;10.0;10.0;9.0;9.0;t;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;1.0;-2.297.775;-4.323.313;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Buzzer/wireless intercom"",Washer,Essentials,""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$250.00;;$240.00;1;$300.00;2;45;3;90.0;9.0;9.0;10.0;10.0;10.0;8.0;t;f;flexible;4;2018
within an hour;98%;f;58.0;-2.298.207;-4.320.462;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;"{""Cable TV"",Internet,""Air conditioning"",Kitchen,Doorman,Elevator}";$620.00;;;1;$0.00;3;1125;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within a day;50%;f;1.0;-2.297.668;-4.323.201;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Gym,Breakfast,Elevator,""Free street parking"",Washer,Essentials,Shampoo,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""No stairs or steps to enter"",""Accessible-height bed"",""No stairs or steps to enter"",""Wide entryway"",""Host greets you""}";$200.00;$500.00;$50.00;1;$0.00;1;1125;1;;;;;;;;t;f;flexible;4;2018
a few days or more;20%;f;7.0;-2.298.539;-4.319.628;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials}";$399.00;$500.00;$150.00;4;$0.00;3;1125;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
;;f;1.0;-2.296.687;-431.836;Apartment;Entire home/apt;3;1.0;1.0;2.0;Pull-out Sofa;"{TV,Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",""Suitable for events"",Washer,""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";$299.00;;$120.00;1;$0.00;5;90;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
within a day;50%;f;1.0;-2.295.334;-4.319.409;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Smoking allowed"",""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$83.00;$0.00;$40.00;1;$119.00;1;30;3;100.0;10.0;8.0;10.0;10.0;10.0;10.0;f;f;moderate;4;2018
within an hour;100%;f;2.0;-2.298.454;-4.319.895;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Elevator,""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter"",""Bathtub with bath chair"",""Accessible-height toilet"",""No stairs or steps to enter"",Other,""Handheld shower head""}";$998.00;$0.00;$200.00;2;$0.00;5;180;20;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;100%;f;12.0;-2.298.359;-4.321.958;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";$399.00;;$118.00;1;$0.00;3;365;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;t;4.0;-2.291.157;-4.317.766;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Room-darkening shades"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout""}";$108.00;$371.00;$89.00;1;$0.00;1;30;136;98.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;moderate;4;2018
within a few hours;100%;f;1.0;-2.297.178;-4.339.226;Apartment;Entire home/apt;7;2.0;2.0;5.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Paid parking off premises"",""Smoking allowed"",Elevator,""Free street parking"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Children’s books and toys"",""Window guards"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Wide entryway""}";$154.00;$0.00;$0.00;1;$0.00;1;1125;42;90.0;9.0;9.0;9.0;9.0;10.0;9.0;f;f;moderate;4;2018
;;f;1.0;-2.293.576;-431.753;Apartment;Entire home/apt;3;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Pets live on this property"",Dog(s),Elevator,""Family/kid friendly"",Washer,Dryer}";$241.00;$1,000.00;$140.00;1;$0.00;365;1095;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;t;5.0;-2.296.662;-4.318.885;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Oven}";$299.00;$1,500.00;$200.00;2;$100.00;4;365;80;98.0;10.0;10.0;10.0;10.0;9.0;9.0;t;f;strict_14_with_grace_period;4;2018
;;f;1.0;-2.296.169;-4.317.568;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom""}";$179.00;$500.00;$80.00;1;$0.00;3;21;12;92.0;9.0;8.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
;;f;2.0;-2.290.216;-4.317.963;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,""Air conditioning"",Kitchen,Doorman,Elevator,Washer}";$250.00;$500.00;$200.00;1;$100.00;2;180;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within a day;100%;f;16.0;-2.301.101;-4.335.905;Other;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,Essentials,""Bed linens"",""Extra pillows and blankets"",Beachfront}";$287.00;$0.00;$180.00;2;$120.00;4;730;5;84.0;8.0;8.0;10.0;10.0;10.0;8.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;100%;f;3.0;-2.294.442;-4.318.357;Condominium;Entire home/apt;4;1.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}";$241.00;$1,000.00;$230.00;3;$0.00;4;90;20;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
;;f;4.0;-2.301.084;-4.334.169;House;Private room;2;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,""Buzzer/wireless intercom"",""Family/kid friendly"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you"",""Paid parking on premises""}";$191.00;;$80.00;1;$0.00;2;1125;4;93.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;flexible;4;2018
;;f;4.0;-2.301.058;-4.334.071;House;Private room;2;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Bed linens"",""Paid parking on premises""}";$150.00;;$80.00;1;$0.00;2;1125;13;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;flexible;4;2018
;;f;4.0;-230.097;-4.334.209;House;Private room;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Breakfast,""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Paid parking on premises""}";$200.00;;$80.00;1;$0.00;2;60;6;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;4;2018
within an hour;100%;t;5.0;-2.298.505;-4.320.084;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Children’s books and toys"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";$220.00;$380.00;$200.00;3;$40.00;2;1124;116;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;2.0;-229.832;-4.320.007;Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",Washer,Dryer,Essentials,Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";$686.00;$4,575.00;$229.00;4;$137.00;2;30;16;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within an hour;100%;t;6.0;-2.296.972;-431.799;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide entrance for guests"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""No stairs or steps to enter"",Beachfront}";$395.00;$1,248.00;$208.00;1;$0.00;2;1125;258;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
within a day;86%;f;49.0;-2.296.767;-4.317.809;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials,""Lock on bedroom door"",""Hot water"",""Host greets you""}";$262.00;$550.00;$50.00;1;$0.00;3;1125;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
;;f;1.0;-2.292.511;-4.317.307;Apartment;Entire home/apt;2;1.0;2.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom""}";$1,040.00;$2,080.00;$166.00;1;$0.00;5;30;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within an hour;98%;f;58.0;-2.297.435;-4.318.937;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;{};$333.00;;;1;$0.00;3;1125;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within an hour;83%;t;1.0;-2.298.062;-4.319.141;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,Iron,""Laptop friendly workspace""}";$121.00;$400.00;$100.00;2;$25.00;1;1125;66;91.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a day;80%;f;2.0;-229.799;-432.258;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""24-hour check-in""}";$279.00;$0.00;$150.00;2;$100.00;2;30;57;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a day;50%;f;1.0;-229.147;-4.318.631;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Essentials,Hangers,""Hot water"",""Long term stays allowed"",Other}";$67.00;;$19.00;1;$0.00;5;90;13;92.0;9.0;10.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a day;94%;f;1.0;-2.297.484;-4.318.711;Serviced apartment;Entire home/apt;4;1.0;1.0;0.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,""Family/kid friendly"",Essentials,""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Luggage dropoff allowed""}";$329.00;;;2;$166.00;1;1125;340;92.0;10.0;10.0;10.0;9.0;10.0;9.0;f;f;moderate;4;2018
