host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;mes;ano
a few days or more;0%;f;1.0;-2.296.585;-4.329.075;Treehouse;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,Pool,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",""Suitable for events"",Washer}";$624.00;$1,872.00;$166.00;1;$0.00;1;14;0;;;;;;;;t;f;strict_14_with_grace_period;4;2018
within an hour;100%;f;27.0;-229.829;-4.319.853;Hotel;Hotel room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Private entrance"",""Bed linens"",Microwave,Refrigerator}";$166.00;$0.00;$100.00;2;$25.00;2;1124;12;92.0;8.0;9.0;10.0;10.0;9.0;9.0;t;f;super_strict_60;4;2018
within an hour;100%;f;4.0;-2.292.305;-4.317.445;House;Entire home/apt;3;1.5;2.0;2.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""Smoke detector"",Essentials,Shampoo}";$116.00;$350.00;$120.00;2;$50.00;7;80;15;84.0;9.0;8.0;8.0;8.0;9.0;8.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;90%;f;3.0;-2.298.329;-4.321.148;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,Breakfast,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",""Suitable for events"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Host greets you""}";$121.00;$0.00;$50.00;1;$200.00;3;1125;38;93.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;4;2018
within a few hours;90%;f;3.0;-2.298.493;-4.321.081;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Window guards"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Accessible-height toilet"",""No stairs or steps to enter"",""Wide entryway"",""Host greets you""}";$79.00;$0.00;$0.00;1;$0.00;3;365;78;83.0;8.0;9.0;9.0;9.0;10.0;9.0;f;f;moderate;4;2018
;;f;3.0;-2.298.448;-431.941;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer}";$200.00;$550.00;$100.00;1;$0.00;5;1125;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
;;f;1.0;-2.297.609;-43.236;House;Entire home/apt;8;2.0;3.0;3.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Cat(s),Washer}";$1,402.00;$1,000.00;$120.00;6;$100.00;4;30;4;95.0;10.0;7.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a day;100%;f;3.0;-2.283.999;-4.329.774;Apartment;Private room;10;1.0;1.0;3.0;Futon;"{TV,Kitchen,""Paid parking off premises"",Breakfast,""Free street parking"",""Buzzer/wireless intercom"",Washer,""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Stair gates"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Extra space around bed"",""No stairs or steps to enter"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",Other}";$108.00;$0.00;$0.00;1;$60.00;1;365;9;91.0;9.0;10.0;10.0;9.0;9.0;10.0;t;f;strict_14_with_grace_period;4;2018
host_response_time;host_response_rate;host_is_superhost;host_listings_count;-2.298.181;-4.319.263;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",Refrigerator,""Dishes and silverware"",Oven,Stove}";$92.00;$0.00;$100.00;2;$0.00;3;30;82;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
within an hour;87%;t;2.0;-2.291.563;-4.318.976;Apartment;Private room;2;2.0;3.0;6.0;Real Bed;"{""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Refrigerator,""Garden or backyard"",""Host greets you""}";$449.00;$500.00;$400.00;1;$120.00;3;90;0;;;;;;;;t;f;flexible;4;2018
within a few hours;87%;f;3.0;-2.298.346;-4.320.305;Apartment;Private room;2;1.0;1.0;1.0;Futon;"{""Cable TV"",Internet,""Air conditioning""}";$582.00;$2,080.00;;1;$0.00;1;1125;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;t;1.0;-229.334;-4.317.945;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,Iron}";$92.00;;;1;$0.00;2;1125;3;93.0;9.0;8.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;87%;t;1.0;-2.296.762;-4.318.948;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$212.00;$480.00;$150.00;2;$80.00;3;30;22;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;t;1.0;-229.827;-4.320.059;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,""Smoking allowed"",""Pets live on this property"",Dog(s),""Free street parking"",Essentials,""Lock on bedroom door"",""Hot water"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";$150.00;$500.00;$100.00;2;$100.00;2;1125;3;90.0;9.0;8.0;8.0;9.0;10.0;8.0;f;f;strict_14_with_grace_period;4;2018
;0,872042977;f;1.0;-2.297.143;-4.319.134;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";$154.00;$400.00;$120.00;2;$20.00;3;365;3;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;t;7.0;-2.292.296;-432.293;Apartment;Private room;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";$998.00;$1,500.00;$200.00;1;$0.00;7;40;0;;;;;;;;f;f;moderate;4;2018
within an hour;87%;t;2.0;-2.296.548;-432.319;House;Private room;1;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,""Pets allowed"",""Pets live on this property"",Cat(s),Washer}";$416.00;;;1;$416.00;3;1825;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;f;6.0;-2.292.126;-4.323.475;House;Private room;3;2.0;1.0;2.0;Real Bed;"{Internet,Wifi,Kitchen,""Smoking allowed"",Washer}";$62.00;;$416.00;1;$104.00;3;1125;11;87.0;9.0;8.0;9.0;10.0;9.0;9.0;t;f;strict_14_with_grace_period;4;2018
within an hour;87%;f;48.0;-2.292.355;-4.318.969;Bed and breakfast;Private room;2;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,Pool,""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),""Other pet(s)"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$270.00;;;1;$0.00;2;14;24;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;t;7.0;-2.298.153;-4.319.111;Apartment;Entire home/apt;9;4.0;4.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Hangers,""Hair dryer"",Iron,""Bed linens"",Microwave,Refrigerator}";$1,368.00;$1,830.00;$274.00;9;$0.00;3;1125;17;86.0;9.0;9.0;9.0;9.0;9.0;8.0;t;f;super_strict_60;4;2018
within a day;87%;f;4.0;-2.297.847;-4.319.174;Apartment;Entire home/apt;5;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Paid parking on premises""}";$191.00;$0.00;$160.00;4;$50.00;6;365;112;93.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;4;2018
within an hour;87%;t;2.0;-2.298.192;-4.319.318;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Paid parking off premises"",Doorman,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Window guards"",""Room-darkening shades"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Host greets you""}";$83.00;;$80.00;2;$0.00;3;29;190;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;87%;f;2.0;-2.294.231;-4.319.114;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Laptop friendly workspace"",""Bed linens""}";$116.00;$500.00;$100.00;2;$100.00;4;15;14;97.0;9.0;9.0;10.0;10.0;10.0;10.0;f;f;flexible;4;2018
within an hour;87%;f;6.0;-2.296.784;-4.318.576;Apartment;Entire home/apt;7;3.0;3.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""High chair"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";$279.00;$600.00;$200.00;6;$30.00;2;88;52;84.0;8.0;7.0;9.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;t;7.0;-2.297.932;-4.318.993;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Hangers,""Hair dryer"",Iron,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Wide hallways"",""Wide entrance for guests"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Accessible-height bed""}";$150.00;$328.00;$140.00;2;$30.00;3;1125;135;95.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within a few hours;87%;f;2.0;-2.295.724;-4.318.058;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Washer,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$250.00;$600.00;;4;$100.00;5;1125;0;;;;;;;;f;f;moderate;4;2018
within an hour;87%;t;3.0;-2.291.264;-431.831;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""Wide entrance for guests"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Accessible-height bed"",""No stairs or steps to enter"",""Accessible-height toilet""}";$100.00;$0.00;$130.00;2;$0.00;3;90;75;89.0;10.0;10.0;10.0;10.0;9.0;9.0;t;f;strict_14_with_grace_period;4;2018
within a day;87%;f;1.0;-2.296.958;-4.318.888;Apartment;Entire home/apt;3;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Elevator,""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""No stairs or steps to enter"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Host greets you"",""Fixed grab bars for shower""}";$349.00;$0.00;$150.00;1;$0.00;5;60;19;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;t;5.0;-2.297.085;-4.318.576;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Long term stays allowed""}";$150.00;$400.00;$150.00;2;$40.00;5;30;9;91.0;9.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;4;2018
a few days or more;87%;f;1.0;-2.298.243;-4.321.329;Apartment;Entire home/apt;4;3.0;2.0;2.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,Shampoo,Hangers,Iron}";$2,001.00;;;1;$100.00;2;15;9;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;4;2018
within a few hours;87%;f;1.0;-2.298.221;-4.319.538;Apartment;Entire home/apt;4;2.5;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Iron,""Laptop friendly workspace""}";$520.00;$1,500.00;$180.00;4;$0.00;4;30;3;96.0;9.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within a day;87%;f;1.0;-2.298.406;-4.320.895;Apartment;Entire home/apt;5;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Elevator,""Free street parking"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Well-lit path to entrance"",""Handheld shower head""}";$179.00;$0.00;$150.00;2;$0.00;1;25;177;97.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;flexible;4;2018
within a few hours;87%;f;1.0;-2.298.406;-4.319.391;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",Other}";$141.00;$0.00;$180.00;1;$0.00;3;180;116;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;f;6.0;-2.297.876;-4.318.846;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$150.00;;$150.00;1;$0.00;5;90;7;94.0;9.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;f;1.0;-2.296.884;-4.318.466;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Essentials,Hangers,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Beach essentials"",""Long term stays allowed""}";$200.00;$500.00;$150.00;4;$35.00;3;90;14;81.0;8.0;8.0;9.0;9.0;9.0;8.0;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;f;1.0;-2.291.762;-4.317.712;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,""Family/kid friendly"",Washer}";$329.00;;$121.00;2;$79.00;5;15;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;t;7.0;-2.289.358;-4.339.862;Apartment;Private room;1;;1.0;1.0;Real Bed;{};$458.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;4;2018
;0,870787479;f;1.0;-2.296.888;-431.821;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Beach essentials"",""Long term stays allowed"",""No stairs or steps to enter""}";$191.00;$400.00;$150.00;4;$35.00;3;1125;3;100.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;4;2018
within an hour;87%;t;2.0;-2.292.734;-4.320.963;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer}";$291.00;;;2;$0.00;3;7;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;4;2018
within a few hours;87%;t;8.0;-2.298.506;-431.963;Apartment;Entire home/apt;4;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$179.00;$1,000.00;$150.00;1;$50.00;3;365;29;96.0;9.0;9.0;10.0;10.0;9.0;8.0;f;f;strict_14_with_grace_period;4;2018
;0,870623718;f;2.0;-2.298.052;-4.318.994;Aparthotel;Hotel room;5;2.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",Microwave,""Host greets you""}";$175.00;$0.00;$100.00;5;$0.00;3;1125;74;92.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;super_strict_30;4;2018
within a day;87%;f;4.0;-2.298.016;-4.319.094;Aparthotel;Hotel room;4;2.0;1.0;3.0;Real Bed;"{TV,Internet,""Air conditioning"",""Pets allowed"",Doorman,Elevator,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",Microwave,Refrigerator,""Host greets you""}";$158.00;$0.00;$100.00;4;$0.00;3;365;37;89.0;9.0;9.0;9.0;9.0;10.0;9.0;t;f;super_strict_30;4;2018
within a few hours;87%;f;5.0;-2.298.104;-4.319.101;Aparthotel;Hotel room;4;2.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Pets allowed"",Doorman,Elevator,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",Microwave,Refrigerator,""Host greets you""}";$175.00;$0.00;$100.00;4;$0.00;3;180;33;92.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;super_strict_30;4;2018
within an hour;87%;f;7.0;-2.297.401;-4.319.223;Apartment;Entire home/apt;4;1.0;0.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Long term stays allowed"",""Host greets you""}";$121.00;$600.00;$150.00;2;$80.00;2;1125;3;93.0;10.0;10.0;10.0;9.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
;0,87040537;f;1.0;-2.294.866;-4.319.019;Apartment;Shared room;1;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,""Smoking allowed"",Elevator}";$499.00;;;1;$0.00;1;1125;0;;;;;;;;f;f;flexible;4;2018
within a few hours;87%;f;1.0;-2.291.339;-4.321.244;Apartment;Private room;4;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$1,040.00;;;1;$0.00;1;30;0;;;;;;;;f;f;flexible;4;2018
within a few hours;87%;f;3.0;-2.298.111;-4.320.182;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Smoking allowed"",Doorman,Gym,Elevator,""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",Washer,Dryer,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$1,660.00;$3,119.00;$208.00;4;$1,248.00;1;1125;22;96.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;4;2018
;0,87024161;f;1.0;-2.289.001;-4.330.273;Apartment;Shared room;2;1.0;1.0;1.0;Airbed;"{TV,""Cable TV"",Internet,""Air conditioning""}";$204.00;$200.00;$50.00;1;$200.00;3;180;0;;;;;;;;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;f;7.0;-2.299.576;-4.327.004;Other;Private room;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,Breakfast,""Suitable for events"",Washer}";$121.00;$0.00;$20.00;1;$50.00;2;1125;2;100.0;9.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;4;2018
within an hour;87%;f;7.0;-2.296.898;-4.318.947;Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Elevator,""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Paid parking on premises""}";$191.00;$416.00;$208.00;4;$42.00;3;60;50;95.0;10.0;9.0;10.0;9.0;9.0;10.0;t;f;strict_14_with_grace_period;4;2018
